,Year,Month,Day,State,Latitude,Longitude,Suburb
438,1974,1,1,Queensland,-15.165,145.101111,Hope Vale
439,1959,1,1,Queensland,-26.798333,153.134444,Caloundra
440,1993,2,1,Queensland,-26.390073,153.026057,Tewantin
441,1992,9,1,Queensland,-27.456741,152.542741,Rifle Range
442,1969,1,1,Queensland,-20.298333,146.634444,Seventy Mile
443,1978,11,24,Queensland,-13.751824,143.057954,Coen
444,1972,1,1,Queensland,-27.694167,153.184444,Loganholme
445,2004,2,14,Queensland,-24.509361,151.274776,Boyne Valley
446,2002,4,20,Queensland,-24.744997,148.453378,Rewan
447,1993,5,14,Queensland,-26.840073,152.909396,Peachester
448,1993,11,1,Queensland,-27.323404,153.026065,Bracken Ridge
449,1992,7,7,Queensland,-27.073408,152.559404,Hazeldean
450,1994,4,10,Queensland,-27.440077,152.109415,White Mountain
451,2001,3,3,Queensland,-18.149722,144.313333,Mount Surprise
452,1992,11,25,Queensland,-27.723404,152.876071,Spring Mountain (Qld)
453,2001,11,5,Queensland,-19.10029,146.50483,Clemant
454,2010,6,2,Queensland,-13.47933,142.69269,Coen
455,1979,1,1,Queensland,-27.031667,152.051111,Anduramba
456,1993,12,1,Queensland,-27.390077,152.192746,Palmtree
457,1995,5,17,Queensland,-19.322341,146.898047,Stuart (Qld)
458,1956,1,1,Queensland,-18.831667,145.467778,Valley Of Lagoons
459,1994,11,19,Queensland,-27.323406,152.742736,England Creek
460,2002,6,6,Queensland,-24.585903,152.084945,Mullett Creek
461,1999,4,20,Queensland,-23.258368,149.751327,Glenroy (Qld)
462,1992,2,15,Queensland,-27.54007,152.992734,Rocklea (Qld)
463,1998,7,6,Queensland,-22.881756,150.717742,Stockyard (Livingstone - Qld)
464,2002,11,4,Queensland,-26.351386,152.913012,Pomona (Qld)
465,1996,9,28,Queensland,-27.593007,152.515713,Woolshed
466,1998,2,13,Queensland,-26.755066,152.534206,Jimna
467,1993,5,18,Queensland,-12.633161,143.411114,Iron Range
468,1993,1,1,Queensland,-27.406737,153.042732,Wavell Heights
469,1999,4,20,Queensland,-23.258368,149.751327,Glenroy (Qld)
470,1995,1,27,Queensland,-25.878599,152.639792,Bauple Forest
471,1994,1,28,Queensland,-26.840073,152.909396,Peachester
472,2013,5,25,Queensland,-12.0594,142.04826,Mapoon
473,2016,10,26,Queensland,-13.427637,142.592984,Coen
474,2013,5,18,Queensland,-16.584717,145.227937,Mount Carbine
475,1992,6,25,Queensland,-26.756743,152.476069,Jimna
476,2012,11,10,Queensland,-25.151209,152.373174,Redridge
477,1996,6,4,Queensland,-26.62206,152.690649,Kenilworth
478,1997,8,25,Queensland,-26.381855,152.39747,Wrattens Forest
479,2011,12,9,Queensland,-14.925,144.196389,Lakefield
480,1998,1,16,Queensland,-24.948911,153.251658,Fraser Island
481,2002,2,10,Queensland,-24.360915,151.022521,Tablelands (Gladstone - Qld)
482,1994,3,12,Queensland,-27.590078,151.992752,Rangeville
483,1991,10,1,Queensland,-26.923408,152.676067,Stony Creek (Qld)
484,1999,2,15,Queensland,-25.79685,151.458392,Pile Gully
485,1974,1,1,Queensland,-20.798333,148.551111,Bloomsbury
486,1993,8,25,Queensland,-27.440077,152.17608,Seventeen Mile
487,1993,1,1,Queensland,-27.473403,153.176064,Manly West
488,1981,12,2,Queensland,-24.173419,151.851058,Eurimbula
489,2000,1,1,Queensland,-27.543401,153.419116,North Stradbroke Island
490,2016,1,31,Queensland,-24.140682,151.109958,Wooderson
491,2006,4,26,Queensland,-28.085509,152.417836,Clumber
492,1997,10,20,Queensland,-26.102293,152.970062,Cooloola
493,2002,6,7,Queensland,-24.208962,151.797724,Eurimbula
494,1974,1,1,Queensland,-24.365,151.301111,Boyne Valley
495,1993,3,16,Queensland,-28.223406,152.526081,Carneys Creek
496,1992,10,20,Queensland,-27.990072,152.626078,Mount French
497,2001,1,13,Queensland,-27.950556,153.377222,Parkwood (Qld)
498,1990,11,1,Queensland,-27.373407,152.576073,Wivenhoe Hill
499,2006,6,18,Queensland,-20.764394,147.700768,Newlands (Qld)
500,2010,11,2,Queensland,-17.47929,138.21943,Nicholson (Qld)
501,2008,10,25,Queensland,-13.42065,142.54179,Archer River
502,2011,3,9,Queensland,-26.2245,149.77869,Woleebee
503,1953,1,1,Queensland,-20.065,146.267778,Richmond Hill (Qld)
504,2012,10,4,Queensland,-16.805517,145.636068,Kuranda
505,2002,6,7,Queensland,-24.181184,151.830779,Eurimbula
506,2007,4,20,Queensland,-19.205007,146.062205,Paluma
507,1995,2,1,Queensland,-10.694167,142.530278,Somerset (Qld)
508,1997,11,10,Queensland,-28.126901,153.25034,Numinbah Valley
509,2016,5,19,Queensland,-18.35604,146.30667,Hinchinbrook (Qld)
510,1970,1,1,Queensland,-16.965,141.951111,Yagoonya
511,2010,10,31,Queensland,-17.48449,138.22004,Nicholson (Qld)
512,2001,3,3,Queensland,-18.164722,144.295278,Mount Surprise
513,2017,5,20,Queensland,-24.521441,151.425349,Boyne Valley
514,1999,1,21,Queensland,-18.012778,141.936667,Blackbull
515,1997,12,1,Queensland,-23.853973,151.075223,Aldoga
516,1940,1,1,Queensland,-19.665,147.417778,Home Hill
517,1947,1,1,Queensland,-17.265,145.584444,Yungaburra
518,2012,11,8,Queensland,-17.55089,145.5401,Evelyn
519,2004,1,7,Queensland,-17.505833,145.236111,Silver Valley
520,1996,2,22,Queensland,-25.873614,152.646665,Bauple Forest
521,1976,11,16,Queensland,-15.785972,145.242773,Rossville
522,2016,3,25,Queensland,-18.318333,142.613611,Gilbert River
523,1965,1,1,Queensland,-25.581667,151.301111,Mundubbera
524,2013,4,18,Queensland,-17.5964,145.7564,Wooroonooran (Cassowary Coast - Qld)
525,1994,8,29,Queensland,-27.5501,153.2072,Capalaba
526,2005,11,1,Queensland,-19.34707,146.66101,Gumlow
527,1996,12,13,Queensland,-26.599276,152.961487,Kulangoor
528,1971,1,1,Queensland,-24.481667,150.584444,Thangool
529,2000,1,1,Queensland,-27.447568,153.441059,North Stradbroke Island
530,1999,2,3,Queensland,-17.711111,145.462222,Koombooloomba
531,2009,1,4,Queensland,-26.861982,150.200803,Condamine
532,1937,1,1,Queensland,-18.631667,146.051111,Trebonne
533,1982,1,1,Queensland,-20.5299,148.6618,Lethebrook
534,2011,11,26,Queensland,-23.37687,148.88326,Blackwater
535,1996,9,9,Queensland,-25.286749,151.912731,Good Night
536,2012,9,13,Queensland,-16.805967,145.636107,Kuranda
537,1991,1,1,Queensland,-19.0818,144.451131,Lyndhurst (Qld)
538,1993,2,24,Queensland,-27.440071,152.992733,Ashgrove
539,1974,1,1,Queensland,-25.231667,152.284444,Childers (Qld)
540,1992,11,24,Queensland,-27.698404,152.876071,Spring Mountain (Qld)
541,1994,4,6,Queensland,-26.15674,153.042721,Como (Qld)
542,2011,11,23,Queensland,-23.37687,148.88326,Blackwater
543,1980,1,1,Queensland,-18.198333,142.251111,Croydon (Qld)
544,1980,1,1,Queensland,-16.231667,141.417778,Yagoonya
545,2016,9,4,Queensland,-16.51433,145.15946,Mount Carbine
546,1992,12,27,Queensland,-27.623405,152.759405,Ipswich
547,2009,1,14,Queensland,-26.766558,149.972007,Drillham South
548,1974,8,26,Queensland,-26.68174,152.867729,Montville
549,1959,1,1,Queensland,-17.581667,145.867778,East Palmerston
550,1994,3,1,Queensland,-27.506737,153.042733,Greenslopes
551,2016,11,1,Queensland,-26.800474,152.862602,Crohamhurst
552,2004,1,7,Queensland,-17.512778,145.2275,Silver Valley
553,2003,2,3,Queensland,-28.155556,153.501389,Bilinga
554,1974,1,1,Queensland,-15.79,145.234444,Rossville
555,1992,9,6,Queensland,-28.073405,152.659411,Wallaces Creek
556,1995,1,18,Queensland,-25.284167,152.799444,Eli Waters
557,2013,11,11,Queensland,-19.05565,146.17725,Paluma
558,2001,3,7,Queensland,-25.018756,149.522993,Coorada
559,2001,2,20,Queensland,-25.861803,152.575979,Gootchie
560,2001,2,1,Queensland,-27.40144,152.818992,Jollys Lookout
561,2020,2,9,Queensland,-25.69673,152.62002,Owanyilla
562,1993,3,9,Queensland,-27.656738,152.892737,Brookwater
563,2016,5,10,Queensland,-19.1404,146.07533,Paluma
564,1994,4,12,Queensland,-24.571757,151.45857,Dalga
565,2002,1,1,Queensland,-21.013,147.9334,Newlands (Qld)
566,2003,1,7,Queensland,-26.837363,152.890633,Peachester
567,1980,4,1,Queensland,-27.498401,153.409394,Dunwich
568,2013,5,25,Queensland,-16.522725,145.025145,Mount Carbine
569,2001,11,29,Queensland,-17.875,145.759722,Cardstone
570,1980,3,1,Queensland,-27.406738,152.9469,Keperra
571,2011,5,18,Queensland,-20.96709,139.9331,Kuridala
572,2011,8,29,Queensland,-20.057087,145.461918,Basalt (Qld)
573,2016,8,20,Queensland,-16.67723,145.22796,Mount Carbine
574,1993,1,21,Queensland,-27.590071,152.926069,Wacol
575,1992,2,1,Queensland,-22.814722,150.606389,Shoalwater (Qld)
576,2012,6,22,Queensland,-12.632318,143.42604,Iron Range
577,2005,11,2,Queensland,-19.29014,146.67923,Bohle Plains
578,2014,11,28,Queensland,-21.67835,148.02851,Moranbah
579,2012,4,15,Queensland,-27.35891,152.10074,Perseverance
580,2013,11,11,Queensland,-19.05265,146.16665,Paluma
581,1993,6,1,Queensland,-27.690077,152.059418,Rockmount
582,2009,2,8,Queensland,-25.513056,151.211667,Coonambula
583,1945,1,1,Queensland,-21.148333,148.634444,Finch Hatton
584,2013,10,17,Queensland,-16.99724,145.87305,Yarrabah
585,1974,1,1,Queensland,-24.465,148.617778,Rolleston
586,1993,7,30,Queensland,-15.567159,141.468475,Yagoonya
587,2019,2,14,Queensland,-25.818219,152.626842,Bauple
588,2012,5,2,Queensland,-19.15475,145.92265,Paluma
589,1968,1,1,Queensland,-22.465,150.067778,Stanage
590,1992,10,20,Queensland,-27.990072,152.626078,Mount French
591,1993,7,16,Queensland,-12.633161,143.411114,Iron Range
592,2019,8,17,Queensland,-26.89549,151.28145,Jimbour East
593,2006,2,15,Queensland,-25.87267,153.069826,Inskip
594,2011,8,17,Queensland,-24.204957,151.902667,Agnes Water
595,1995,1,27,Queensland,-25.878599,152.639792,Bauple Forest
596,2014,3,20,Queensland,-26.42719,150.50642,Barakula
597,1937,1,1,Queensland,-24.865,152.351111,Bundaberg Central
598,2002,9,18,Queensland,-20.208333,140.158333,Three Rivers
599,2016,11,21,Queensland,-26.692604,152.741534,Curramore (Qld)
600,2013,11,12,Queensland,-19.05565,146.17725,Paluma
601,1980,1,1,Queensland,-15.631667,141.817778,Yagoonya
602,1936,1,1,Queensland,-18.581667,146.251111,Macknade
603,2016,4,22,Queensland,-24.326082,150.94095,Tablelands (Gladstone - Qld)
604,1936,1,1,Queensland,-16.915,145.751111,Manunda
605,1994,3,10,Queensland,-24.357318,150.962478,Tablelands (Gladstone - Qld)
606,1993,6,3,Queensland,-15.884979,143.51329,Palmer (Qld)
607,1979,1,1,Queensland,-13.865,143.167778,Coen
608,2001,11,29,Queensland,-17.7775,145.655,Cardstone
609,1995,1,27,Queensland,-25.878599,152.639792,Bauple Forest
610,1992,4,27,Queensland,-27.973401,153.242734,Clagiraba
611,2006,6,6,Queensland,-20.472228,147.421429,Mount Wyatt
612,2014,8,8,Queensland,-13.04664,142.90757,Archer River
613,1995,1,27,Queensland,-25.873614,152.646665,Bauple Forest
614,2006,9,20,Queensland,-21.461261,147.849849,Eaglefield
615,2013,2,22,Queensland,-26.47344,150.24685,Hookswood
616,1962,1,1,Queensland,-27.54,153.080278,Mount Gravatt
617,1971,1,1,Queensland,-15.631667,141.817778,Yagoonya
618,1959,1,1,Queensland,-26.181667,151.951111,Tablelands (South Burnett - Qld)
619,2010,1,29,Queensland,-26.69589,152.72698,Curramore (Qld)
620,2017,5,21,Queensland,-17.91613,145.3528,Glen Ruth
621,2019,1,24,Queensland,-26.364367,152.858384,Pomona (Qld)
622,2011,5,14,Queensland,-27.448,153.115,Murarrie
623,2017,11,15,Queensland,-18.66913,138.341305,Lawn Hill
624,1977,1,1,Queensland,-26.681667,152.967778,Palmwoods (Qld)
625,2010,4,16,Queensland,-27.069542,152.65348,Mount Byron
626,1994,3,8,Queensland,-24.413393,151.038483,Cania
627,2017,10,1,Queensland,-17.95744,145.52142,Koombooloomba
628,1974,1,1,Queensland,-21.915,149.417778,Carmila
629,2006,5,12,Queensland,-20.615961,147.609844,Springlands
630,1978,5,8,Queensland,-13.91332,143.561616,Coen
631,1979,1,1,Queensland,-27.648333,146.867778,Nebine
632,1967,1,1,Queensland,-27.3275,153.084444,Shorncliffe
633,1973,1,1,Queensland,-16.665,145.251111,Mount Carbine
634,2001,3,16,Queensland,-17.961389,141.855278,Blackbull
635,2013,8,5,Queensland,-14.488611,143.678056,Yarraden
636,1968,1,1,Queensland,-25.515,153.117778,Eurong
637,1979,1,1,Queensland,-27.331667,152.067778,Pechey
638,2000,10,31,Queensland,-27.44214,152.889758,Enoggera Reservoir
639,2001,2,24,Queensland,-26.838766,152.87807,Peachester
640,1998,10,19,Queensland,-19.12878,146.45682,Clemant
641,1974,1,1,Queensland,-19.29,146.801111,Hermit Park
642,2017,6,25,Queensland,-24.094722,143.384167,Longreach (Qld)
643,2001,12,12,Queensland,-26.711274,152.620034,Kenilworth
644,1966,1,1,Queensland,-23.69,149.817778,Boolburra
645,2014,4,13,Queensland,-16.805517,145.636068,Kuranda
646,2012,4,13,Queensland,-21.070509,148.08801,Turrawulla
647,2016,11,1,Queensland,-26.796395,152.87169,Crohamhurst
648,1974,1,1,Queensland,-21.065,148.934444,Hampden (Qld)
649,2002,9,2,Queensland,-18.270134,145.32277,Wairuna
650,1998,12,1,Queensland,-24.357227,151.016665,Tablelands (Gladstone - Qld)
651,2017,11,15,Queensland,-18.664278,138.561439,Lawn Hill
652,1974,1,1,Queensland,-27.115,152.551111,Somerset Dam
653,1998,12,1,Queensland,-18.934567,146.113056,Paluma
654,1995,1,27,Queensland,-25.878599,152.639792,Bauple Forest
655,2014,9,10,Queensland,-16.51737,145.000714,Mount Carbine
656,2001,1,19,Queensland,-18.559722,143.558611,Forsayth
657,2016,10,13,Queensland,-17.664368,145.100428,Mount Garnet
658,1974,1,1,Queensland,-26.165,151.601111,Proston
659,1967,1,1,Queensland,-19.254008,146.767771,Garbutt
660,1962,1,1,Queensland,-20.015,148.251111,Bowen
661,1994,11,1,Queensland,-21.069167,148.638889,Finch Hatton
662,1979,1,1,Queensland,-21.115,148.467778,Eungella (Qld)
663,2010,6,11,Queensland,-15.461055,142.175536,Maramie
664,1972,1,1,Queensland,-26.365,152.234444,Manumbar
665,1992,2,1,Queensland,-22.822778,150.613611,Shoalwater (Qld)
666,1962,1,1,Queensland,-27.398333,152.951111,Ferny Hills
667,2020,2,29,Queensland,-26.204429,152.580594,Scrubby Creek (Gympie - Qld)
668,1979,1,1,Queensland,-21.165,148.509444,Broken River
669,1994,3,2,Queensland,-12.633161,143.411114,Iron Range
670,1972,1,1,Queensland,-27.565,152.467778,Hatton Vale
671,1997,1,26,Queensland,-27.284174,152.928312,Cashmere
672,1937,1,1,Queensland,-19.515116,147.1011,Giru
673,2013,2,25,Queensland,-27.367792,152.18707,Ravensbourne
674,2009,12,2,Queensland,-14.226389,143.663056,Yarraden
675,1994,4,1,Queensland,-20.431667,148.451111,Kelsey Creek
676,2016,5,22,Queensland,-19.10182,146.19716,Paluma
677,2006,7,19,Queensland,-20.549426,147.560434,Mount Wyatt
678,1974,1,1,Queensland,-16.915,145.867778,Yarrabah
679,2020,2,19,Queensland,-15.432222,145.180833,Cooktown
680,1967,1,1,Queensland,-27.365,153.021944,Aspley
681,1993,8,23,Queensland,-27.456743,152.22608,Vinegar Hill
682,1993,10,18,Queensland,-12.696161,143.332949,Iron Range
683,1980,1,1,Queensland,-25.965,150.151111,Bungaban
684,1995,4,7,Queensland,-26.773406,152.992728,Landsborough (Qld)
685,2001,4,25,Queensland,-25.890417,152.911944,Tin Can Bay
686,2015,5,17,Queensland,-18.5675,143.921944,Einasleigh
687,2010,5,20,Queensland,-26.589,153.08245,Marcoola
688,2017,3,7,Queensland,-22.7281,147.6455,Wolfang
689,1974,1,1,Queensland,-16.815,145.717778,Yorkeys Knob
690,1963,1,1,Queensland,-20.531667,145.401111,Pentland
691,1995,3,28,Queensland,-26.96444,152.886807,Elimbah
692,1997,1,30,Queensland,-26.831363,152.878179,Crohamhurst
693,1981,1,1,Queensland,-17.415131,145.692773,Topaz
694,2010,4,8,Queensland,-26.5284,150.76111,Burncluith
695,1937,1,1,Queensland,-19.515,147.101111,Giru
696,1955,1,1,Queensland,-27.465,153.017778,Brisbane City
697,1982,1,1,Queensland,-20.4899,148.5234,Goorganga Creek
698,1999,3,23,Queensland,-26.043688,151.622464,Wigton
699,1993,7,24,Queensland,-27.623409,152.292747,Glen Cairn
700,1993,8,16,Queensland,-26.724238,153.099392,Sippy Downs
701,1999,3,23,Queensland,-26.043688,151.622464,Wigton
702,2018,12,29,Queensland,-23.5924,149.18448,Bluff
703,2012,4,20,Queensland,-25.92426,149.26245,Eurombah
704,1982,1,1,Queensland,-20.4942,148.5255,Goorganga Creek
705,1970,1,1,Queensland,-27.39,153.051111,Wavell Heights
706,2003,10,5,Queensland,-11.239096,142.12637,Mapoon
707,1992,8,27,Queensland,-26.840071,153.109393,Pelican Waters
708,1991,8,1,Queensland,-22.398333,150.193056,Shoalwater (Qld)
709,1979,1,1,Queensland,-27.281667,152.301111,Redbank Creek
710,2019,6,11,Queensland,-20.70855,146.84346,Seventy Mile
711,1978,1,1,Queensland,-28.065,145.684444,Cunnamulla
712,1996,2,16,Queensland,-25.875001,152.623992,Bauple Forest
713,1994,6,27,Queensland,-27.8234,153.39273,Southern Moreton Bay Islands
714,1992,8,26,Queensland,-26.840071,153.092727,Pelican Waters
715,1979,3,23,Queensland,-13.977653,143.548449,Coen
716,1993,8,11,Queensland,-26.840073,152.909396,Peachester
717,1981,1,8,Queensland,-25.981751,151.517743,Wigton
718,2015,3,19,Queensland,-25.27028,149.04972,Glenhaughton
719,2016,5,21,Queensland,-19.10182,146.19716,Paluma
720,1992,1,1,Queensland,-27.869236,153.076069,Mundoolun
721,2004,10,30,Queensland,-28.147433,153.43655,Tallebudgera
722,1940,1,1,Queensland,-16.898333,145.734444,Whitfield (Qld)
723,2012,2,23,Queensland,-20.13239,146.89354,Ravenswood (Qld)
724,1974,1,1,Queensland,-27.585833,153.092778,Eight Mile Plains
725,1996,1,1,Queensland,-25.459252,150.02832,Spring Creek (Banana - Qld)
726,2010,9,20,Queensland,-19.11887,146.11497,Paluma
727,2020,2,11,Queensland,-26.1803,152.67391,Gympie
728,2012,3,22,Queensland,-26.39756,150.14215,Gurulmundi
729,1982,1,1,Queensland,-20.5112,148.601,Thoopara
730,1994,6,3,Queensland,-26.840073,152.909396,Peachester
731,1981,11,5,Queensland,-24.265086,151.655228,Mount Tom
732,1994,12,12,Queensland,-27.090071,153.076062,Beachmere
733,1996,7,5,Queensland,-27.642,153.375,
734,1993,2,10,Queensland,-15.459321,142.165636,Maramie
735,1992,5,10,Queensland,-26.773406,152.992728,Landsborough (Qld)
736,1993,2,24,Queensland,-27.456737,152.992733,Paddington (Qld)
737,1993,3,27,Queensland,-27.573411,151.992752,Redwood
738,1997,10,13,Queensland,-25.717486,152.319218,Glenbar
739,1995,3,28,Queensland,-26.96444,152.886807,Elimbah
740,2018,4,16,Queensland,-24.2199,151.9173,Agnes Water
741,1968,1,1,Queensland,-22.848333,150.651111,Byfield
742,1994,12,16,Queensland,-17.267393,145.42795,Atherton
743,2016,3,25,Queensland,-18.341111,142.6,Gilbert River
744,2016,11,2,Queensland,-26.796275,152.871633,Crohamhurst
745,2014,9,15,Queensland,-25.38643,152.435781,Duckinwilla
746,1998,1,16,Queensland,-24.948911,153.251658,Fraser Island
747,2013,12,30,Queensland,-27.65371,152.06308,Stockyard (Lockyer Valley - Qld)
748,1974,1,1,Queensland,-12.781667,143.317778,Iron Range
749,2004,11,9,Queensland,-16.992222,145.19375,Glen Russell
750,2013,2,28,Queensland,-27.51975,152.964437,Fig Tree Pocket
751,2017,5,23,Queensland,-17.88959,145.46013,Glen Ruth
752,1979,6,13,Queensland,-13.708656,143.232286,Coen
753,2013,5,25,Queensland,-16.522725,145.025145,Mount Carbine
754,1992,9,1,Queensland,-27.373405,152.942733,Bunya
755,1983,1,11,Queensland,-24.198419,151.801058,Eurimbula
756,2016,5,29,Queensland,-19.17831,145.92485,Paluma
757,2013,3,17,Queensland,-27.036638,153.015608,Caboolture
758,1979,3,22,Queensland,-25.969357,152.81725,Toolara Forest
759,2008,12,17,Queensland,-26.880506,150.302895,Nangram
760,1993,9,1,Queensland,-22.744167,150.809444,Shoalwater (Qld)
761,2005,8,17,Queensland,-15.452222,145.234444,Cooktown
762,2013,2,22,Queensland,-26.491551,150.232829,Kowguran
763,2001,4,2,Queensland,-27.421806,153.512778,Point Lookout
764,2000,5,29,Queensland,-24.154544,149.776544,Barnard
765,1972,1,1,Queensland,-23.631667,149.267778,Dingo
766,1948,1,1,Queensland,-19.765,146.834444,Reid River
767,2004,11,13,Queensland,-25.991404,149.072079,Durham Downs
768,2019,11,18,Queensland,-14.91724,144.409686,Starcke
769,1996,5,4,Queensland,-26.850363,152.994516,Beerwah
770,1995,1,27,Queensland,-25.873614,152.646665,Bauple Forest
771,2003,3,19,Queensland,-19.048333,140.026944,Four Ways
772,1969,1,1,Queensland,-27.523333,152.817778,Mount Crosby
773,1997,2,17,Queensland,-28.031514,153.21675,Witheren
774,1996,2,21,Queensland,-25.878599,152.639792,Bauple Forest
775,2003,9,1,Queensland,-27.6036,153.2176,Mount Cotton
776,1996,11,28,Queensland,-26.856897,151.900744,Yarraman (Qld)
777,1993,8,26,Queensland,-26.840073,152.909396,Peachester
778,2013,8,17,Queensland,-13.411185,142.609833,Coen
779,1979,1,1,Queensland,-26.731667,150.634444,Chinchilla
780,2016,5,30,Queensland,-19.17831,145.92485,Paluma
781,1993,5,10,Queensland,-27.473402,153.19273,Lota
782,1960,1,1,Queensland,-26.415,152.917778,Lake Macdonald
783,2016,5,29,Queensland,-19.17831,145.92485,Paluma
784,1994,1,1,Queensland,-27.631736,153.0844,Karawatha
785,2020,2,28,Queensland,-26.204429,152.580594,Scrubby Creek (Gympie - Qld)
